number_of_orders,no_of_products,total_sales,gmv,avg_daily_sales,aprox_exist_inventory,is_rental,shop_size,business_age(year),electricity_bill,rent_amount,shop_type,using_pos,credit_score
1 to 50,1 to 50,"378,454",200001 to 500000,20000+,100k - 300k,Owned,Less than 136,4 to 8,More than 5000,0,PanShop / Juice Corner / Canteen,No,5.1
1 to 50,51 to 100,"118,937",1 to 200000,3001 to 6000,100k - 300k ,Rented,Less than 136,4 to 8,2000 - 5000,10001 to 15000,General Store,No,2.3
1 to 50,51 to 100,"538,854",500001 to 1000000,12001 to 20000,100k - 300k,Rented,Less than 136,4 to 8,More than 5000,10001 to 15000,Kiryana,No,4.6
1 to 50,51 to 100,"173,431",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,4 to 8,More than 5000,0,General Store,No,3.7
1 to 50,1 to 50,"36,065",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,4 to 8,More than 5000,0,Bakery,No,3.7
1 to 50,401 to 500,"433,113",200001 to 500000,3001 to 6000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,Kiryana,No,4.3
1 to 50,101 to 200,"182,217",1 to 200000,3001 to 6000,100k - 300k,Owned,545+,4 to 8,2000 - 5000,0,Kiryana,No,4.1
1 to 50,1 to 50,"3,210",1 to 200000,3001 to 6000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,Bakery,No,4
1 to 50,51 to 100,"158,197",1 to 200000,3001 to 6000,100k - 300k,Rented,Less than 136,4 to 8,More than 5000,20000 to 25000,Super Store,No,2.8
1 to 50,101 to 200,"220,265",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,4 to 8,More than 5000,0,Kiryana,No,3.9
1 to 50,51 to 100,"54,385",1 to 200000,3001 to 6000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,15001 to 20000,Bakery,No,3
101 to 200,101 to 200,"4,801,009",3000000+,20000+,100k - 300k,Rented,Less than 136,4 to 8,More than 5000,25000+,General Store,No,6.3
1 to 50,1 to 50,"98,824",1 to 200000,3001 to 6000,Less than 100k,Rented,272 - 408,4 to 8,More than 5000,20000 to 25000,General Store,No,2.5
1 to 50,101 to 200,"209,263",200001 to 500000,3001 to 6000,100k - 300k,Owned,Less than 136,4 to 8,More than 5000,0,General Store,No,4
1 to 50,1 to 50,"73,430",1 to 200000,1 to 3000, , , , , , , ,No,0.7
1 to 50,51 to 100,"78,298",1 to 200000,3001 to 6000,100k - 300k,Owned,272 - 408,4 to 8,More than 5000,0,General Store,No,3.9
51 to 100,51 to 100,"216,561",1 to 200000,3001 to 6000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,Bakery,No,4.2
1 to 50,401 to 500,"866,152",500001 to 1000000,6001 to 9000,100k - 300k,Owned,Less than 136,4 to 8,More than 5000,0,General Store,No,4.6
201 to 300,51 to 100,"352,395",200001 to 500000,6001 to 9000,100k - 300k,Rented,545+,4 to 8,More than 5000,15001 to 20000,Kiryana,No,4.3
51 to 100,51 to 100,"181,334",1 to 200000,3001 to 6000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,Kiryana,No,4.3
1 to 50,1 to 50,"17,985",1 to 200000,3001 to 6000,100k - 300k,Rented,Less than 136,4 to 8,2000 - 5000,1 to 5000,PanShop / Juice Corner / Canteen,No,3
1 to 50,1 to 50,"118,053",1 to 200000,3001 to 6000,100k - 300k,Rented,409 - 544,4 to 8,More than 5000,25000+,Bakery,No,2.9
1 to 50,101 to 200,"414,440",200001 to 500000,3001 to 6000,100k - 300k,Owned,Less than 136,4 to 8,More than 5000,0,General Store,No,4
1 to 50,101 to 200,"200,272",1 to 200000,3001 to 6000,100k - 300k,Rented,545+,4 to 8,More than 5000,20000 to 25000,Bakery,No,3.1
1 to 50,501 to 1000,"2,354,794",2000001 to 3000000,6001 to 9000,100k - 300k,Owned,136 - 271,4 to 8,2000 - 5000,0,Kiryana,No,5.5
1 to 50,401 to 500,"285,708",200001 to 500000,3001 to 6000,100k - 300k,Rented,545+,4 to 8,More than 5000,5001 to 10000,General Store,No,3.6
1 to 50,1 to 50,"52,003",1 to 200000,3001 to 6000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,5001 to 10000,PanShop / Juice Corner / Canteen,No,3.2
51 to 100,101 to 200,"197,227",1 to 200000,3001 to 6000,100k - 300k,Owned,409 - 544,4 to 8,More than 5000,0,General Store,No,4.2
1 to 50,51 to 100,"126,887",1 to 200000,3001 to 6000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,Kiryana,No,4.1
1 to 50,1 to 50,"6,779",1 to 200000,3001 to 6000, , , , , , , ,No,0.8
51 to 100,1 to 50,"213,499",200001 to 500000,12001 to 20000,100k - 300k,Owned,Less than 136,4 to 8,More than 5000,0,General Store,No,4.9
101 to 200,1 to 50,"95,296",1 to 200000,9001 to 12000,100k - 300k,Owned,136 - 271,4 to 8,More than 5000,0,Kiryana,No,4.7
1 to 50,1 to 50,"132,811",1 to 200000,20000+, , , , , , , ,No,2
1 to 50,201 to 300,"421,350",200001 to 500000,6001 to 9000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,Kiryana,No,4.9
1 to 50,1 to 50,"8,715",1 to 200000,3001 to 6000, , , , , , , ,No,0.8
1 to 50,1 to 50,"14,990",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,4 to 8,Less than 2000,0,Kiryana,No,3.5
51 to 100,101 to 200,"324,351",200001 to 500000,3001 to 6000,100k - 300k,Owned,Less than 136,4 to 8,More than 5000,0,Kiryana,No,4.2
101 to 200,301 to 400,"1,024,658",500001 to 1000000,6001 to 9000,Less than 100k,Rented,Less than 136,4 to 8,Less than 2000,10001 to 15000,Kiryana,No,4.1
1 to 50,1 to 50,"17,019",1 to 200000,6001 to 9000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,General Store,No,4.3
1 to 50,101 to 200,"246,918",200001 to 500000,3001 to 6000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,1 to 5000,General Store,No,3.5
1 to 50,201 to 300,"321,241",200001 to 500000,6001 to 9000,100k - 300k,Owned,545+,4 to 8,2000 - 5000,0,Kiryana,No,4.8
51 to 100,51 to 100,"618,198",500001 to 1000000,12001 to 20000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,10001 to 15000,Kiryana,No,4.9
1 to 50,101 to 200,"331,335",200001 to 500000,3001 to 6000,100k - 300k,Owned,545+,4 to 8,2000 - 5000,0,General Store,No,4.3
1 to 50,201 to 300,"1,945,710",1000001 to 2000000,12001 to 20000,100k - 300k,Owned,272 - 408,4 to 8,More than 5000,0,Kiryana,No,6.2
51 to 100,1 to 50,"124,429",1 to 200000,6001 to 9000,100k - 300k,Owned,Less than 136,4 to 8,More than 5000,0,PanShop / Juice Corner / Canteen,No,4.1
1 to 50,1 to 50,"125,031",1 to 200000,12001 to 20000,100k - 300k,Owned,Less than 136,4 to 8,2000 - 5000,0,Kiryana,No,4.5
1 to 50,51 to 100,"197,134",1 to 200000,3001 to 6000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,1 to 5000,Kiryana,No,3.3
1 to 50,101 to 200,"638,502",500001 to 1000000,6001 to 9000,100k - 300k,Owned,Less than 136,4 to 8,More than 5000,0,Super Store,No,4.8
1 to 50,1 to 50,"22,156",1 to 200000,3001 to 6000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,5001 to 10000,Kiryana,No,3.2
101 to 200,51 to 100,"148,397",1 to 200000,3001 to 6000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,5001 to 10000,Kiryana,No,3.6
1 to 50,201 to 300,"583,991",500001 to 1000000,6001 to 9000,Less than 100k,Owned,272 - 408,4 to 8,2000 - 5000,0,General Store,No,4.7
1 to 50,1 to 50,"45,961",1 to 200000,1 to 3000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,Kiryana,No,3.9
51 to 100,1 to 50,"33,965",1 to 200000,3001 to 6000,100k - 300k,Rented,Less than 136,4 to 8,More than 5000,5001 to 10000,General Store,No,3.2
1 to 50,1 to 50,"113,668",1 to 200000,3001 to 6000,100k - 300k,Owned,272 - 408,4 to 8,More than 5000,0,Kiryana,No,3.9
1 to 50,1 to 50,"28,202",1 to 200000,3001 to 6000, , , , , , , ,No,0.8
1 to 50,301 to 400,"837,071",500001 to 1000000,6001 to 9000,100k - 300k,Owned,409 - 544,4 to 8,More than 5000,0,Kiryana,No,5.2
1 to 50,51 to 100,"184,883",1 to 200000,3001 to 6000, , , , , , , ,No,0.9
1 to 50,1 to 50,"29,799",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,4 to 8,More than 5000,0,General Store,No,3.7
1 to 50,101 to 200,"270,899",200001 to 500000,3001 to 6000,100k - 300k,Owned,272 - 408,4 to 8,2000 - 5000,0,Super Store,No,4.2
1 to 50,1 to 50,"68,116",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,4 to 8,More than 5000,0,Kiryana,No,3.8
1 to 50,201 to 300,"239,681",200001 to 500000,3001 to 6000,100k - 300k,Owned,Less than 136,4 to 8,2000 - 5000,0,General Store,No,4.1
1 to 50,101 to 200,"234,160",200001 to 500000,3001 to 6000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,Kiryana,No,4.4
1 to 50,1 to 50,"4,420",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,4 to 8,More than 5000,0,Kiryana,No,3.7
1 to 50,51 to 100,"163,781",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,4 to 8,Less than 2000,0,Kiryana,No,3.6
51 to 100,1 to 50,"17,344",1 to 200000,3001 to 6000, , , , , , , ,No,1
301 to 400,51 to 100,"166,468",1 to 200000,3001 to 6000,100k - 300k,Rented,Less than 136,4 to 8,More than 5000,10001 to 15000,PanShop / Juice Corner / Canteen,No,3.7
1 to 50,1 to 50,"15,882",1 to 200000,6001 to 9000, , , , , , , ,No,1.1
1 to 50,1 to 50,"23,276",1 to 200000,6001 to 9000,100k - 300k,Owned,272 - 408,4 to 8,More than 5000,0,Kiryana,No,4.2
1 to 50,1 to 50,"7,802",1 to 200000,1 to 3000, , , , , , , ,No,0.7
1 to 50,1 to 50,"27,917",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,4 to 8,More than 5000,0,General Store,No,3.7
1 to 50,501 to 1000,"715,295",500001 to 1000000,6001 to 9000,100k - 300k,Owned,136 - 271,4 to 8,More than 5000,0,Kiryana,No,4.7
1 to 50,1000+,"3,631,764",3000000+,6001 to 9000,100k - 300k,Owned,136 - 271,4 to 8,More than 5000,0,Kiryana,No,6.8
51 to 100,1 to 50,"16,666",1 to 200000,3001 to 6000, , , , , , , ,No,1
51 to 100,1 to 50,"3,046",1 to 200000,3001 to 6000,100k - 300k,Owned,272 - 408,4 to 8,2000 - 5000,0,Kiryana,No,3.9
1 to 50,1 to 50,"20,995",1 to 200000,9001 to 12000,Less than 100k,Rented,Less than 136,4 to 8,More than 5000,5001 to 10000,Kiryana,No,3.4
1 to 50,1 to 50,"13,680",1 to 200000,12001 to 20000,100k - 300k,Owned,136 - 271,4 to 8,More than 5000,0,General Store,No,4.6
1 to 50,1 to 50,"16,422",1 to 200000,1 to 3000, , , , , , , ,No,0.7
51 to 100,1 to 50,"1,559,023",1000001 to 2000000,20000+,100k - 300k,Owned,409 - 544,4 to 8,More than 5000,0,Wholesale,No,6.5
101 to 200,51 to 100,"276,175",200001 to 500000,3001 to 6000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,Kiryana,No,4.7
1 to 50,101 to 200,"298,644",200001 to 500000,3001 to 6000,100k - 300k,Owned,136 - 271,4 to 8,More than 5000,0,General Store,No,4.1
51 to 100,1 to 50,"34,358",1 to 200000,6001 to 9000, , , , , , , ,No,1.3
1 to 50,1 to 50,"688,507",500001 to 1000000,20000+,100k - 300k,Rented,Less than 136,4 to 8,More than 5000,25000+,General Store,No,4.5
1 to 50,1 to 50,"18,484",1 to 200000,6001 to 9000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,PanShop / Juice Corner / Canteen,No,4.4
1 to 50,101 to 200,"251,052",200001 to 500000,3001 to 6000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,General Store,No,4.4
51 to 100,301 to 400,"1,234,291",1000001 to 2000000,6001 to 9000,100k - 300k,Owned,Less than 136,4 to 8,More than 5000,0,Kiryana,No,5.5
1 to 50,1 to 50,"10,701",1 to 200000,9001 to 12000,100k - 300k,Rented,272 - 408,4 to 8,More than 5000,10001 to 15000,General Store,No,3.7
1 to 50,201 to 300,"631,629",500001 to 1000000,6001 to 9000,100k - 300k,Owned,136 - 271,4 to 8,More than 5000,0,Kiryana,No,5
1 to 50,101 to 200,"185,934",1 to 200000,3001 to 6000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,10001 to 15000,General Store,No,3.2
101 to 200,201 to 300,"277,232",200001 to 500000,3001 to 6000,100k - 300k,Owned,272 - 408,4 to 8,More than 5000,0,Kiryana,No,4.7
51 to 100,1 to 50,"9,900",1 to 200000,1 to 3000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,25000+,General Store,No,2.7
1 to 50,201 to 300,"611,087",500001 to 1000000,6001 to 9000,100k - 300k,Rented,Less than 136,4 to 8,More than 5000,10001 to 15000,Kiryana,No,4.2
51 to 100,1 to 50,"9,515",1 to 200000,3001 to 6000,100k - 300k,Rented,272 - 408,4 to 8,More than 5000,5001 to 10000,Kiryana,No,3.4
101 to 200,1 to 50,"14,282",1 to 200000,3001 to 6000, , , , , , , ,No,1.2
1 to 50,51 to 100,"144,495",1 to 200000,3001 to 6000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,Kiryana,No,4.1
51 to 100,401 to 500,"532,621",500001 to 1000000,3001 to 6000,Less than 100k,Rented,136 - 271,4 to 8,More than 5000,5001 to 10000,General Store,No,3.6
1 to 50,301 to 400,"320,746",200001 to 500000,3001 to 6000,100k - 300k,Owned,272 - 408,4 to 8,More than 5000,0,Kiryana,No,4.4
1 to 50,101 to 200,"234,582",200001 to 500000,3001 to 6000,100k - 300k,Owned,136 - 271,4 to 8,More than 5000,0,Kiryana,No,4.1
1 to 50,201 to 300,"375,699",200001 to 500000,6001 to 9000,100k - 300k,Owned,Less than 136,4 to 8,2000 - 5000,0,General Store,No,4.4
101 to 200,301 to 400,"657,972",500001 to 1000000,3001 to 6000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,5001 to 10000,General Store,No,4.4
1 to 50,51 to 100,"282,820",200001 to 500000,3001 to 6000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,5001 to 10000,General Store,No,3.4
1 to 50,401 to 500,"447,042",200001 to 500000,3001 to 6000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,Bakery,No,4.2
1 to 50,1 to 50,"80,864",1 to 200000,9001 to 12000,100k - 300k,Rented,Less than 136,4 to 8,More than 5000,25000+,PanShop / Juice Corner / Canteen,No,3.3
1 to 50,1 to 50,"160,831",1 to 200000,6001 to 9000,Less than 100k,Owned,136 - 271,4 to 8,More than 5000,0,General Store,No,3.7
1 to 50,101 to 200,"164,170",1 to 200000,3001 to 6000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,Kiryana,No,4.2
1 to 50,501 to 1000,"2,828,123",2000001 to 3000000,12001 to 20000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,Kiryana,No,6.5
1 to 50,1 to 50,"147,829",1 to 200000,12001 to 20000,Less than 100k,Rented,Less than 136,4 to 8,More than 5000,25000+,PanShop / Juice Corner / Canteen,No,3.3
51 to 100,51 to 100,"144,266",1 to 200000,6001 to 9000,Less than 100k,Rented,272 - 408,4 to 8,More than 5000,20000 to 25000,General Store,No,3.1
51 to 100,1 to 50,"47,162",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,4 to 8,2000 - 5000,0,Kiryana,No,3.8
1 to 50,1 to 50,"36,756",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,4 to 8,More than 5000,0,Kiryana,No,3.7
1 to 50,51 to 100,"452,829",200001 to 500000,6001 to 9000,100k - 300k,Owned,Less than 136,4 to 8,More than 5000,0,Kiryana,No,4.3
1 to 50,1 to 50,"9,126",1 to 200000,3001 to 6000, , , , , , , ,No,0.8
1 to 50,51 to 100,"151,828",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,4 to 8,More than 5000,0,Bakery,No,3.7
1 to 50,501 to 1000,"804,788",500001 to 1000000,9001 to 12000,100k - 300k,Owned,409 - 544,4 to 8,More than 5000,0,General Store,No,5.2
101 to 200,101 to 200,"829,996",500001 to 1000000,6001 to 9000,100k - 300k,Owned,136 - 271,4 to 8,More than 5000,0,Kiryana,No,5.2
101 to 200,1 to 50,"15,327",1 to 200000,6001 to 9000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,10001 to 15000,Kiryana,No,3.7
1 to 50,1 to 50,"52,183",1 to 200000,3001 to 6000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,General Store,No,4
1 to 50,101 to 200,"98,632",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,4 to 8,More than 5000,0,PanShop / Juice Corner / Canteen,No,3.8
1 to 50,51 to 100,"141,630",1 to 200000,3001 to 6000,100k - 300k,Rented,272 - 408,4 to 8,More than 5000,25000+,Bakery,No,2.9
1 to 50,51 to 100,"163,961",1 to 200000,3001 to 6000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,25000+,Bakery,No,2.8
51 to 100,201 to 300,"547,263",500001 to 1000000,3001 to 6000,100k - 300k,Rented,Less than 136,4 to 8,More than 5000,5001 to 10000,General Store,No,4.2
1 to 50,301 to 400,"874,321",500001 to 1000000,6001 to 9000,Less than 100k,Rented,136 - 271,4 to 8,More than 5000,20000 to 25000,General Store,No,3.7
1 to 50,1 to 50,"37,326",1 to 200000,6001 to 9000,100k - 300k,Owned,136 - 271,4 to 8,More than 5000,0,General Store,No,4
1 to 50,1 to 50,"47,814",1 to 200000,3001 to 6000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,General Store,No,4
1 to 50,1 to 50,"47,384",1 to 200000,6001 to 9000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,10001 to 15000,Kiryana,No,3.4
1 to 50,1 to 50,"4,800",1 to 200000,3001 to 6000,100k - 300k,Rented,Less than 136,4 to 8,More than 5000,10001 to 15000,Kiryana,No,3
101 to 200,201 to 300,"502,429",200001 to 500000,3001 to 6000,100k - 300k,Owned,272 - 408,4 to 8,More than 5000,0,General Store,No,4.7
1 to 50,1 to 50,"128,252",1 to 200000,6001 to 9000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,15001 to 20000,Bakery,No,3.2
1 to 50,51 to 100,"88,514",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,4 to 8,2000 - 5000,0,General Store,No,3.7
51 to 100,51 to 100,"97,066",1 to 200000,3001 to 6000,100k - 300k,Rented,545+,4 to 8,More than 5000,10001 to 15000,PanShop / Juice Corner / Canteen,No,3.6
1 to 50,1 to 50,"11,763",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,4 to 8,More than 5000,0,Kiryana,No,3.7
51 to 100,1 to 50,"24,927",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,4 to 8,2000 - 5000,0,Kiryana,No,3.7
1 to 50,501 to 1000,"1,244,671",1000001 to 2000000,6001 to 9000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,10001 to 15000,General Store,No,4.4
1 to 50,51 to 100,"97,128",1 to 200000,3001 to 6000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,10001 to 15000,General Store,No,3.1
1 to 50,1 to 50,"31,957",1 to 200000,3001 to 6000,100k - 300k,Rented,Less than 136,4 to 8,More than 5000,15001 to 20000,Kiryana,No,2.9
1 to 50,401 to 500,"569,060",200001 to 500000,6001 to 9000,100k - 300k,Rented,Less than 136,4 to 8,More than 5000,15001 to 20000,Bakery,No,3.3
51 to 100,1 to 50,"47,255",1 to 200000,3001 to 6000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,5001 to 10000,PanShop / Juice Corner / Canteen,No,3.3
1 to 50,501 to 1000,"749,508",500001 to 1000000,9001 to 12000,100k - 300k,Owned,136 - 271,4 to 8,More than 5000,0,Kiryana,No,5
1 to 50,1 to 50,"7,235",1 to 200000,6001 to 9000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,15001 to 20000,Kiryana,No,3.3
1 to 50,1 to 50,"115,495",1 to 200000,6001 to 9000,100k - 300k,Owned,136 - 271,4 to 8,More than 5000,0,General Store,No,4
51 to 100,1 to 50,"18,095",1 to 200000,9001 to 12000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,General Store,No,4.8
1 to 50,1 to 50,"32,058",1 to 200000,6001 to 9000, , , , , , , ,No,1.1
1 to 50,201 to 300,"421,191",200001 to 500000,3001 to 6000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,10001 to 15000,General Store,No,3.6
1 to 50,101 to 200,"201,743",1 to 200000,3001 to 6000,100k - 300k,Owned,409 - 544,4 to 8,More than 5000,0,General Store,No,4.1
1 to 50,1 to 50,"21,451",1 to 200000,3001 to 6000,100k - 300k,Owned,409 - 544,4 to 8,2000 - 5000,0,Kiryana,No,3.9
51 to 100,1 to 50,"3,622",1 to 200000,3001 to 6000, , , , , , , ,No,1
1 to 50,101 to 200,"362,778",200001 to 500000,6001 to 9000,100k - 300k,Owned,272 - 408,4 to 8,More than 5000,0,Kiryana,No,4.5
1 to 50,51 to 100,"106,458",1 to 200000,6001 to 9000,Less than 100k,Owned,Less than 136,4 to 8,More than 5000,0,General Store,No,3.7
1 to 50,1 to 50,"94,607",1 to 200000,3001 to 6000,Less than 100k,Owned,Less than 136,4 to 8,More than 5000,0,Super Store,No,3.4
1 to 50,51 to 100,"163,856",1 to 200000,3001 to 6000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,5001 to 10000,Bakery,No,3.2
1 to 50,51 to 100,"454,433",200001 to 500000,9001 to 12000,100k - 300k,Rented,Less than 136,4 to 8,More than 5000,5001 to 10000,PanShop / Juice Corner / Canteen,No,4
1 to 50,101 to 200,"305,851",200001 to 500000,3001 to 6000,100k - 300k,Owned,272 - 408,4 to 8,More than 5000,0,General Store,No,4.2
1 to 50,1 to 50,"132,354",1 to 200000,6001 to 9000,Less than 100k,Rented,136 - 271,4 to 8,2000 - 5000,20000 to 25000,General Store,No,2.6
1 to 50,51 to 100,"242,883",200001 to 500000,20000+,100k - 300k,Owned,Less than 136,4 to 8,More than 5000,0,Super Store,No,5.2
51 to 100,1 to 50,"102,412",1 to 200000,6001 to 9000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,10001 to 15000,General Store,No,3.5
51 to 100,51 to 100,"225,013",200001 to 500000,6001 to 9000,100k - 300k,Owned,136 - 271,4 to 8,More than 5000,0,Kiryana,No,4.5
1 to 50,1 to 50,"77,906",1 to 200000,3001 to 6000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,25000+,Super Store,No,2.8
51 to 100,51 to 100,"146,611",1 to 200000,3001 to 6000,Less than 100k,Rented,136 - 271,4 to 8,More than 5000,5001 to 10000,PanShop / Juice Corner / Canteen,No,3.1
51 to 100,101 to 200,"137,301",1 to 200000,3001 to 6000,100k - 300k,Rented,136 - 271,4 to 8,More than 5000,10001 to 15000,General Store,No,3.3
51 to 100,1 to 50,"39,574",1 to 200000,3001 to 6000,100k - 300k,Owned,545+,4 to 8,2000 - 5000,0,General Store,No,4.1
1 to 50,201 to 300,"384,909",200001 to 500000,3001 to 6000,100k - 300k,Rented,545+,4 to 8,More than 5000,15001 to 20000,Kiryana,No,3.8
1 to 50,101 to 200,"507,694",200001 to 500000,6001 to 9000,100k - 300k,Owned,Less than 136,4 to 8,More than 5000,0,Kiryana,No,4.3
1 to 50,1 to 50,"580,581",500001 to 1000000,20000+,100k - 300k,Rented,545+,4 to 8,More than 5000,25000+,Wholesale,No,5
1 to 50,201 to 300,"591,026",500001 to 1000000,6001 to 9000,100k - 300k,Rented,Less than 136,4 to 8,More than 5000,25000+,General Store,No,3.9
1 to 50,101 to 200,"344,778",200001 to 500000,3001 to 6000,100k - 300k,Owned,409 - 544,4 to 8,More than 5000,0,General Store,No,4.3
1 to 50,101 to 200,"434,536",200001 to 500000,6001 to 9000,Less than 100k,Owned,Less than 136,4 to 8,Less than 2000,0,General Store,No,3.9
51 to 100,51 to 100,"206,857",200001 to 500000,3001 to 6000,100k - 300k,Owned,409 - 544,4 to 8,2000 - 5000,0,General Store,No,4.3
1 to 50,1 to 50,"3,763",1 to 200000,3001 to 6000,100k - 300k,Rented,409 - 544,4 to 8,More than 5000,5001 to 10000,General Store,No,3.3
101 to 200,1 to 50,"52,059",1 to 200000,3001 to 6000,100k - 300k,Owned,545+,4 to 8,More than 5000,0,Kiryana,No,4.4
1 to 50,1 to 50,"24,215",1 to 200000,6001 to 9000,100k - 300k,Rented,Less than 136,4 to 8,More than 5000,15001 to 20000,Kiryana,No,3.2
1 to 50,1 to 50,"7,470",1 to 200000,6001 to 9000,100k - 300k,Owned,272 - 408,4 to 8,More than 5000,0,Super Store,No,4.2
51 to 100,1 to 50,"3,156",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,4 to 8,More than 5000,0,Kiryana,No,3.8
51 to 100,101 to 200,"362,880",200001 to 500000,3001 to 6000,100k - 300k,Owned,409 - 544,4 to 8,More than 5000,0,General Store,No,4.5
1 to 50,1 to 50,"83,548",1 to 200000,1 to 3000,100k - 300k,Rented,409 - 544,4 to 8,More than 5000,25000+,Bakery,No,2.7
1 to 50,401 to 500,"718,833",500001 to 1000000,3001 to 6000,100k - 300k,Rented,272 - 408,4 to 8,More than 5000,10001 to 15000,General Store,No,3.8
1 to 50,1 to 50,"8,272",1 to 200000,3001 to 6000,Less than 100k,Rented,Less than 136,4 to 8,More than 5000,25000+,PanShop / Juice Corner / Canteen,No,2.4
1 to 50,101 to 200,"185,466",1 to 200000,3001 to 6000,100k - 300k,Rented,136 - 271,4 to 8,2000 - 5000,5001 to 10000,PanShop / Juice Corner / Canteen,No,3.2
